Bank Ticker,BAC,BAC,BAC,BAC,BAC,BAC,BAC,BAC,BAC,BAC,BAC,BAC,C,C,C,C,C,C,C,C,C,C,C,C,GS,GS,GS,GS,GS,GS,GS,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM,JPM,JPM,JPM,JPM,JPM,JPM,JPM,MS,MS,MS,MS,MS,MS,MS,MS,MS,MS,MS,MS,WFC,WFC,WFC,WFC,WFC,WFC,WFC,WFC,WFC,WFC,WFC,WFC
Stock Info,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-27 00:00:00+00:00,44.8,45.11,44.61,44.9,12250800,31.7420455996,31.9616892187,31.607425317,31.81289838,12250800,0.0,1.0,46.87,47.37,46.6,47.01,14127000,369.0173015824,372.9539060371,366.8915351768,370.1195508297,1412700,0.0,1.0,138.94,139.75,137.1,137.93,3687900,115.4647919053,116.1379348551,113.9356770565,114.6254408198,3687900,0.0,1.0,39.75,40.04,39.17,39.25,12929400,27.6540694528,27.8558224123,27.2505635337,27.3062195226,12929400,0.0,1.0,60.78,61.0,59.79,60.0,3700100,39.5645501624,39.7077584717,38.9201127709,39.0568116115,3700100,0.0,1.0,62.7,63.2,62.07,62.57,3820000,20.4972650731,20.6607201375,20.291311692,20.4547667563,7640000,0.0,1.0
2006-01-30 00:00:00+00:00,44.48,45.35,44.25,44.75,14812100,31.5153167025,32.1317358916,31.3523553077,31.7066192095,14812100,0.0,1.0,46.82,46.99,46.66,46.87,10576000,368.6236411369,369.9620866515,367.3639277114,369.0173015824,1057600,0.0,1.0,139.87,140.64,138.71,139.55,3168600,116.2376597366,116.8775610592,115.2736525492,115.9717267194,3168600,0.0,1.0,39.85,39.97,39.42,39.52,8701700,27.7236394388,27.8071234221,27.4244884989,27.4940584849,8701700,0.0,1.0,60.67,61.85,60.6391,61.45,4246600,39.4929460078,40.2610633029,39.4728317498,40.0006845588,4246600,0.0,1.0,62.47,62.73,62.3,62.7,2878200,20.4220757435,20.5070723769,20.3665010216,20.4972650731,5756400,0.0,1.0
2006-01-31 00:00:00+00:00,44.23,44.73,44.12,44.65,19151000,31.3381847516,31.6924486534,31.2602466932,31.6357664291,19151000,0.0,1.0,46.58,47.05,46.55,46.83,18870000,366.7340709987,370.4344791861,366.4978747314,368.702373226,1887000,0.0,1.0,141.25,141.86,138.45,139.73,4906200,117.3844958733,117.8914306873,115.0575819728,116.1213140416,4906200,0.0,1.0,39.75,40.19,39.74,40.03,15582100,27.6540694528,27.9601773914,27.6471124542,27.8488654137,15582100,0.0,1.0,61.45,61.91,60.49,60.5,5178400,40.0006845588,40.3001201145,39.375775573,39.3822850416,5178400,0.0,1.0,62.36,62.59,62.21,62.25,5881700,20.3861156293,20.4613049589,20.33707911,20.3501555151,11763400,0.0,1.0
2006-02-01 00:00:00+00:00,43.95,44.24,43.86,44.1,15854700,31.1397969666,31.3452700296,31.0760294643,31.2460761371,15854700,0.0,1.0,46.33,46.72,46.11,46.59,18452000,364.7657687713,367.836320246,363.0336628113,366.8128030878,1845200,0.0,1.0,141.71,142.95,140.43,141.4,3635900,117.7667745855,118.7972650271,116.7030425167,117.5091519751,3635900,0.0,1.0,39.88,40.22,39.67,39.88,11429800,27.7445104347,27.9810483872,27.598413464,27.7445104347,11429800,0.0,1.0,61.83,61.96,60.89,61.1,3496000,40.2480443657,40.3326674575,39.6361543171,39.7728531577,3496000,0.0,1.0,61.84,61.97,61.5,61.9,4112100,20.3861156293,20.4289713057,20.2740315524,20.4058951723,8224200,0.52,1.0
2006-02-02 00:00:00+00:00,43.44,43.97,43.37,43.95,14745100,30.7784477868,31.1539675227,30.7288508405,31.1397969666,14745100,0.0,1.0,45.18,46.1,45.1,45.9,23254000,359.5694508911,366.8913609137,358.9327630631,365.2996413436,2325400,0.49,1.0,142.52,143.77,141.4,142.27,3711000,118.4399175353,119.4787183837,117.5091519751,118.2321573656,3711000,0.0,1.0,39.99,40.16,39.59,39.88,10309100,27.8210374193,27.9393063956,27.5427574751,27.7445104347,10309100,0.0,1.0,61.27,62.14,60.85,61.65,3469800,39.8835141239,40.4498378923,39.6101164427,40.1308739308,3469800,0.0,1.0,61.3,61.79,61.2,61.65,4915300,20.2080997425,20.3696326768,20.1751338375,20.3234804099,9830600,0.0,1.0
2006-02-03 00:00:00+00:00,43.09,43.55,42.92,43.3,17097000,30.5304630555,30.8563858452,30.4100133289,30.6792538943,17097000,0.0,1.0,45.06,45.61,44.81,45.18,16635000,358.6144191491,362.9916479669,356.6247696864,359.5694508911,1663500,0.0,1.0,142.74,143.12,140.7,141.55,4178900,118.6227464846,118.9385419425,116.9274234999,117.6338080769,4178900,0.0,1.0,39.53,40.1,39.4,39.45,10440700,27.5010154835,27.897564404,27.4105745016,27.4453594947,10440700,0.0,1.0,61.44,62.15,60.36,60.6,3891600,39.9941750902,40.4563473609,39.2911524812,39.4473797276,3891600,0.0,1.0,61.04,61.44,60.62,60.85,3766200,20.1223883896,20.2542520094,19.9839315887,20.0597531702,7532400,0.0,1.0
2006-02-06 00:00:00+00:00,43.37,43.65,43.24,43.4,12554600,30.7288508405,30.9272386255,30.6367422261,30.7501066746,12554600,0.0,1.0,45.17,45.61,45.09,45.26,11474000,359.4898649126,362.9916479669,358.8531770846,360.2061387192,1147400,0.0,1.0,142.82,144.1,141.6,142.61,3849300,118.6892297389,119.7529618077,117.6753601108,118.5147111964,3849300,0.0,1.0,39.44,39.6,39.31,39.4,6591800,27.4384024961,27.5497144737,27.3479615142,27.4105745016,6591800,0.0,1.0,61.73,61.91,61.23,61.26,2629500,40.1829496796,40.3001201145,39.8574762495,39.8770046553,2629500,0.0,1.0,61.05,61.2,60.67,60.85,3645000,20.1256849801,20.1751338375,20.0004145412,20.0597531702,7290000,0.0,1.0
2006-02-07 00:00:00+00:00,43.49,43.87,43.46,43.6,13914200,30.813874177,31.0831147423,30.7926183429,30.8918122354,13914200,0.0,1.0,45.05,45.38,45.0,45.09,12074000,358.5348331705,361.1611704613,358.136903278,358.8531770846,1207400,0.0,1.0,139.48,143.31,139.48,142.35,5207700,115.9135538719,119.0964396715,115.9135538719,118.2986406199,5207700,0.0,1.0,39.26,39.6,39.05,39.2,8590500,27.3131765212,27.5497144737,27.1670795505,27.2714345296,8590500,0.0,1.0,60.53,61.54,60.27,61.35,3811300,39.4018134474,40.0592697762,39.2325672638,39.9355898728,3811300,0.0,1.0,61.13,61.36,60.9,61.0,4047500,20.1520577041,20.2278792855,20.0762361226,20.1092020276,8095000,0.0,1.0
2006-02-08 00:00:00+00:00,43.67,43.72,43.34,43.55,11101600,30.9414091816,30.9768355718,30.7075950064,30.8563858452,11101600,0.0,1.0,45.36,45.53,45.07,45.33,10513000,361.0019985042,362.3549601388,358.6940051276,360.7632405687,1051300,0.0,1.0,141.14,141.93,139.32,140.1,4481400,117.2930813986,117.9496035348,115.7805873633,116.4287990927,4481400,0.0,1.0,39.6,39.62,39.25,39.28,10065200,27.5497144737,27.5636284709,27.3062195226,27.3270905184,10065200,0.0,1.0,61.27,61.36,60.8,61.15,2718000,39.8835141239,39.9420993414,39.5775690997,39.8054005007,2718000,0.0,1.0,61.33,61.45,60.79,61.0,2962200,20.217989514,20.2575485999,20.0399736272,20.1092020276,5924400,0.0,1.0
2006-02-09 00:00:00+00:00,43.83,44.05,43.7,43.75,13766200,31.0547736302,31.210649747,30.9626650157,30.9980914059,13766200,0.0,1.0,45.79,46.1,45.43,45.5,13577000,364.42419558,366.8913609137,361.5591003538,362.1162022033,1357700,0.0,1.0,140.85,142.85,140.49,141.14,3059500,117.0520796018,118.7141609593,116.7529049574,117.2930813986,3059500,0.0,1.0,39.77,40.03,39.44,39.5,8496300,27.66798345,27.8488654137,27.4384024961,27.4801444877,8496300,0.0,1.0,61.18,61.9,61.1,61.27,2714000,39.8249289065,40.2936106459,39.7728531577,39.8835141239,2714000,0.0,1.0,61.23,61.63,61.01,61.21,3526300,20.185023609,20.3168872289,20.1124986181,20.178430428,7052600,0.0,1.0
2006-02-10 00:00:00+00:00,43.92,44.02,43.41,43.77,9038900,31.1185411325,31.1893939129,30.7571919527,31.012261962,9038900,0.0,1.0,45.96,46.07,45.25,45.7,12720000,365.7771572146,366.6526029782,360.1265527407,363.7079217734,1272000,0.0,1.0,140.81,141.85,137.8,140.67,4433100,117.0188379746,117.8831202805,114.5174055316,116.9024922796,4433100,0.0,1.0,39.92,39.98,39.29,39.62,8790500,27.7723384291,27.8140804207,27.334047517,27.5636284709,8790500,0.0,1.0,60.31,61.14,59.38,61.0,4483600,39.2586051382,39.7988910321,38.6532245582,39.7077584717,4483600,0.0,1.0,61.73,61.94,61.14,61.27,3250600,20.3498531338,20.4190815343,20.1553542946,20.198209971,6501200,0.0,1.0
2006-02-13 00:00:00+00:00,43.7,43.96,43.3,43.7,8329500,30.9626650157,31.1468822446,30.6792538943,30.9626650157,8329500,0.0,1.0,45.68,46.23,45.41,46.06,11583000,363.5487498164,367.9259786343,361.3999283968,366.5730169997,1158300,0.0,1.0,139.65,141.8,139.15,139.65,2155200,116.0548307873,117.8415682466,115.6393104479,116.0548307873,2155200,0.0,1.0,39.77,40.31,39.61,39.77,7791600,27.66798345,28.0436613746,27.5566714723,27.66798345,7791600,0.0,1.0,59.81,60.58,59.39,60.2,4104900,38.9331317081,39.4343607904,38.6597340268,39.1870009835,4104900,0.0,1.0,61.65,61.75,61.2,61.55,2700700,20.3234804099,20.3564463148,20.1751338375,20.2905145049,5401400,0.0,1.0
2006-02-14 00:00:00+00:00,44.16,44.49,43.73,43.92,17049200,31.2885878054,31.5224019805,30.9839208498,31.1185411325,17049200,0.0,1.0,46.12,46.25,45.71,45.78,15180000,367.0505328707,368.0851505913,363.787507752,364.3446096015,1518000,0.0,1.0,141.78,142.32,138.77,141.2,3003100,117.824947433,118.2737093995,115.32351499,117.3429438393,3003100,0.0,1.0,40.1,40.33,39.65,39.8,12904100,27.897564404,28.0575753719,27.5844994668,27.6888544458,12904100,0.0,1.0,60.07,60.46,59.21,59.81,3715100,39.1023778917,39.3562471672,38.5425635919,38.9331317081,3715100,0.0,1.0,62.65,63.17,61.7848,61.9,4131800,20.6531394595,20.8245621653,20.3679184498,20.4058951723,8263600,0.0,1.0
2006-02-15 00:00:00+00:00,44.36,44.6,43.93,44.07,12818500,31.4302933661,31.6003400389,31.1256264105,31.224820303,12818500,0.0,1.0,46.25,46.47,45.76,46.04,17000000,368.0851505913,369.8360421184,364.1854376445,366.4138450427,1700000,0.0,1.0,145.14,145.5,141.4,141.89,4330700,120.6172441136,120.9164187579,117.5091519751,117.9163619077,4330700,0.0,1.0,40.32,40.5,39.97,39.97,12685700,28.0506183733,28.1758443481,27.8071234221,27.8071234221,12685700,0.0,1.0,60.86,61.06,59.65,60.06,2935600,39.6166259113,39.7468152833,38.8289802104,39.0958684231,2935600,0.0,1.0,63.49,63.49,62.6314,62.65,5072400,20.9300530612,20.9300530612,20.6470078012,20.6531394595,10144800,0.0,1.0
2006-02-16 00:00:00+00:00,44.69,44.73,44.28,44.39,11773700,31.6641075412,31.6924486534,31.3736111418,31.4515492002,11773700,0.0,1.0,46.44,46.44,46.04,46.3,13259000,369.5972841829,369.5972841829,366.4138450427,368.4830804838,1325900,0.0,1.0,145.9,146.35,144.21,146.1,2847300,121.2488350294,121.6228033349,119.8443762824,121.4150431652,2847300,0.0,1.0,40.82,40.82,40.24,40.45,11572000,28.3984683035,28.3984683035,27.9949623844,28.1410593551,11572000,0.0,1.0,61.3,61.35,60.5,60.83,2645100,39.9030425297,39.9355898728,39.3822850416,39.5970975055,2645100,0.0,1.0,63.95,64.0,63.01,63.35,4141300,21.081696224,21.0981791765,20.7718167174,20.8839007942,8282600,0.0,1.0
2006-02-17 00:00:00+00:00,44.66,45.32,44.52,44.78,11938900,31.6428517071,32.1104800575,31.5436578146,31.7278750436,11938900,0.0,1.0,46.24,46.57,46.13,46.5,13138000,368.0055646128,370.6319019035,367.1301188492,370.0748000539,1313800,0.0,1.0,145.54,146.22,144.06,146.19,2407200,120.9496603851,121.5147680466,119.7197201805,121.4898368263,2407200,0.0,1.0,40.78,40.82,40.4,40.66,11518600,28.3706403091,28.3984683035,28.1062743621,28.2871563258,11518600,0.0,1.0,60.81,61.35,60.51,61.25,3317700,39.5840785683,39.9355898728,39.3887945102,39.8704951867,3317700,0.0,1.0,63.61,64.04,63.3801,63.96,3414500,20.9696121471,21.1113655385,20.8938235316,21.0849928145,6829000,0.0,1.0
2006-02-21 00:00:00+00:00,44.55,44.83,44.51,44.71,10380500,31.5649136487,31.7633014337,31.5365725366,31.6782780973,10380500,0.0,1.0,46.17,46.37,45.97,46.2,13956000,367.4484627632,369.0401823334,365.8567431931,367.6872206988,1395600,0.0,1.0,143.45,145.75,143.01,145.56,2539800,119.2127853665,121.1241789276,118.8471274679,120.9662811987,2539800,0.0,1.0,40.7,40.95,40.55,40.63,7324500,28.3149843202,28.4889092853,28.2106293412,28.26628533,7324500,0.0,1.0,60.77,61.28,60.51,60.9,2772000,39.5580406938,39.8900235925,39.3887945102,39.6426637857,2772000,0.0,1.0,63.51,63.84,63.09,63.8,3212400,20.9366462422,21.0454337286,20.7981894413,21.0322473666,6424800,0.0,1.0
